Best Overall Rating,Body Type,Club,Height,Height - Split 1,Height - Split 1 (bin),Joined,Kit Number,Loaned From,Name,Nationality,Position,Preferred Foot,Release Clause,Value (bin),Weight,Weight - Split 1,Weight - Split 1 (bin),Work Rate,Age,Contract Valid Until,International Reputation,Player Score Overall,Potential,Skill Moves,Special,Value,Wage,Weak Foot
,Normal (185+),Racing Club de Lens,185cm,185,185,"Aug 18, 2020",8,,S. Fofana,Côte d'Ivoire,Midfielder,Right,€52.3M,26,74kg,74,70,High/ High,27,2024,2,81,81,4,2118,27.5,43,4
,Unique,Liverpool,193cm,193,190,"Jan 1, 2018",4,,V. van Dijk,Netherlands,Defender,Right,€181.3M,96,92kg,92,90,Medium/ High,30,2025,4,90,90,2,2117,98,230,3
,Normal (170-185),Olympique de Marseille,184cm,184,180,"Jul 2, 2021",8,,Gerson,Brazil,Forward,Left,€38.5M,17,76kg,76,75,Medium/ Medium,25,2026,2,78,82,3,2117,19.5,38,3
,Normal (170-185),River Plate,173cm,173,170,"Jun 27, 2022",27,,R. Aliendro,Argentina,Midfielder,Right,€8.4M,0,72kg,72,70,High/ High,31,2025,1,76,76,4,2116,6,17,3
,Normal (170-185),Atlético de Madrid,181cm,181,180,"Jul 1, 2011",14,,18 Gabi,Spain,Midfielder,Right,€21.5M,9,74kg,74,70,Medium/ High,33,2018,3,81,81,2,2116,10.5,60,3
,Normal (170-185),FC Porto,171cm,171,170,"Sep 1, 2014",25,,Otávio,Portugal,Midfielder,Right,€65M,26,67kg,67,65,High/ High,27,2025,1,82,82,4,2116,32.5,21,3
,Normal (185+),Atalanta,188cm,188,185,"Sep 1, 2020",88,,M. Pašalić,Croatia,Forward,Right,€46.8M,26,82kg,82,80,Medium/ Medium,27,2025,2,81,81,4,2115,27.5,60,4
,Normal (170-185),AFC Richmond,182cm,182,180,"Jul 1, 2018",6,,R. Kent,England,Midfielder,Left,,0,82kg,82,80,High/ High,40,2024,1,83,83,3,2114,0,45,3
,Lean (170-185),Beşiktaş JK,181cm,181,180,"Jul 1, 2022",83,,Gedson Fernandes,Portugal,Midfielder,Right,€31.1M,9,71kg,71,70,High/ High,23,2026,1,77,81,3,2114,15,42,3
,Normal (170-),Galatasaray SK,166cm,166,165,"Aug 8, 2022",5,,L. Torreira,Uruguay,Midfielder,Right,€56.3M,26,60kg,60,60,Medium/ High,26,2023,2,81,83,3,2114,28.5,73,3
,Normal (170-185),Napoli,184cm,184,180,"May 26, 2022",99,,A. Zambo Anguissa,Cameroon,Midfielder,Right,€50.6M,26,78kg,78,75,Medium/ Low,26,2026,1,81,83,3,2113,28.5,58,3
,Normal (170-185),Roma,184cm,184,180,"Jul 1, 2017",2,,R. Karsdorp,Netherlands,Midfielder,Right,€39.1M,17,80kg,80,80,High/ Medium,27,2025,2,80,81,3,2112,22,63,3
,Normal (185+),Atalanta,185cm,185,185,"Aug 10, 2017",15,,M. de Roon,Netherlands,Midfielder,Right,€25.5M,9,76kg,76,75,Medium/ High,31,2024,3,80,80,3,2111,15,51,3
,Normal (170-185),Celtic,178cm,178,175,"Jul 7, 2009",42,,C. McGregor,Scotland,Midfielder,Left,€16.2M,9,74kg,74,70,High/ High,29,2026,1,77,77,4,2111,9,50,4
,Normal (170-),Wolverhampton Wanderers,170cm,170,170,"Jul 24, 2018",28,,João Moutinho,Portugal,Midfielder,Right,€20M,9,61kg,61,60,Medium/ Medium,35,2023,3,81,81,3,2111,10.5,70,4
,Normal (185+),Guangzhou City,185cm,185,185,"Jan 17, 2019",8,,22 M. Dembélé,Belgium,Midfielder,Left,€17.1M,9,85kg,85,85,High/ High,33,2026,3,79,79,4,2111,11,21,2
,Normal (170-185),Newcastle United,182cm,182,180,"Jan 31, 2022",39,,Bruno Guimarães,Brazil,Midfielder,Right,€76M,35,74kg,74,70,High/ High,24,2026,2,81,86,3,2110,38.5,88,2
,Unique,Atlético de Madrid,181cm,181,180,"Jul 3, 2019",7,,João Félix,Portugal,Forward,Right,€154.1M,61,70kg,70,70,Medium/ Medium,22,2026,2,84,90,5,2110,68.5,78,4
,Normal (185+),Bologna,192cm,192,190,"Aug 1, 2021",9,,M. Arnautović,Austria,Forward,Right,€33.2M,17,83kg,83,80,Medium/ Low,33,2024,3,82,82,4,2110,19.5,51,4
,Lean (170-185),Arsenal,178cm,178,175,"Aug 20, 2021",8,,M. Ødegaard,Norway,Midfielder,Left,€125.4M,61,68kg,68,65,High/ Medium,23,2026,3,84,89,5,2109,63.5,105,2
,Lean (170-185),FC Barcelona,174cm,174,170,"Aug 4, 2020",8,,Pedri,Spain,Midfielder,Right,€261M,113,61kg,61,60,High/ High,19,2026,2,85,93,4,2109,116,115,4
,Unique,Everton,184cm,184,180,"Sep 8, 2020",16,,A. Doucouré,Mali,Midfielder,Right,€32.3M,9,76kg,76,75,High/ High,29,2023,2,79,79,3,2109,17,49,3
,Normal (170-185),Villarreal CF,180cm,180,180,"Jul 2, 2018",7,,Gerard Moreno,Spain,Forward,Left,€111.3M,52,77kg,77,75,High/ Medium,30,2027,2,85,85,3,2109,53,64,4
,Normal (185+),Tottenham Hotspur,187cm,187,185,"Aug 11, 2020",5,,P. Højbjerg,Denmark,Midfielder,Right,€80M,35,84kg,84,80,High/ High,26,2025,2,83,85,3,2108,40.5,110,4
,Normal (170-185),Boca Juniors,180cm,180,180,"Jul 31, 2021",17,,L. Advíncula,Peru,Defender,Right,€7M,0,80kg,80,80,High/ Medium,32,2024,1,76,76,3,2108,5,16,3
,Unique,Roma,177cm,177,175,"Jul 20, 2022",21,,P. Dybala,Argentina,Forward,Left,€118.2M,61,75kg,75,75,High/ Low,28,2025,3,86,86,4,2108,69.5,130,3
,Lean (185+),Tottenham Hotspur,187cm,187,185,"Jan 31, 2022",30,,R. Bentancur,Uruguay,Midfielder,Right,€48.4M,17,73kg,73,70,Medium/ Medium,25,2026,2,79,83,4,2107,24.5,85,4
,Unique,Ajax,181cm,181,180,"Jul 3, 2018",10,,D. Tadić,Serbia,Forward,Left,€37.1M,26,76kg,76,75,Medium/ Medium,33,2024,3,84,84,4,2106,26.5,32,3
,Stocky (170-185),SK Slavia Praha,180cm,180,180,"Jul 1, 2019",3,,T. Holeš,Czech Republic,Midfielder,Right,€26.4M,9,73kg,73,70,High/ High,29,2026,1,78,78,2,2106,12,1,4
,Normal (170-185),Chelsea,180cm,180,180,"Aug 26, 2020",21,,B. Chilwell,England,Defender,Left,€71.2M,35,77kg,77,75,High/ Medium,25,2025,2,82,85,3,2106,37,110,3
,Stocky (170-185),Shanghai Shenhua FC,183cm,183,180,"Jan 27, 2016",13,,19 F. Guarín,Colombia,Midfielder,Right,€6.9M,0,80kg,80,80,High/ Medium,32,2019,3,74,74,3,2106,3.2,15,4
,Lean (185+),Roma,186cm,186,185,"Jul 1, 2019",37,,L. Spinazzola,Italy,Midfielder,Right,€45.9M,26,75kg,75,75,High/ Medium,29,2024,3,82,82,4,2105,27,77,4
,Unique,Real Madrid CF,173cm,173,170,"Jul 5, 2013",2,,Carvajal,Spain,Defender,Right,€74.8M,35,73kg,73,70,High/ Medium,30,2025,3,84,84,3,2105,36.5,185,3
,Lean (170-185),FC Bayern München,183cm,183,180,"Jul 1, 2022",40,,N. Mazraoui,Morocco,Defender,Right,€69.9M,35,62kg,62,60,High/ Low,24,2026,2,82,86,3,2105,40.5,59,3
,Normal (170-),Getafe CF,167cm,167,165,,9,"<a href=""/team/457/real-sociedad/"">Real Sociedad</a>",Portu,Spain,Midfielder,Right,,9,66kg,66,65,High/ Medium,30,,1,78,78,3,2103,13.5,33,4
,Normal (170-185),Sporting CP,183cm,183,180,"Jan 31, 2019",8,,Matheus Nunes,Portugal,Midfielder,Right,€77M,35,76kg,76,75,High/ Medium,23,2026,1,79,86,3,2103,35,15,3
,Lean (170-185),Udinese Calcio,182cm,182,180,"Sep 28, 2020",37,,R. Pereyra,Argentina,Midfielder,Right,€19.6M,9,77kg,77,75,High/ High,31,2023,2,78,78,4,2103,11.5,20,4
,Stocky (170-185),West Ham United,178cm,178,175,"Sep 1, 2015",9,,M. Antonio,Jamaica,Forward,Right,€26.6M,9,82kg,82,80,High/ Medium,32,2024,2,79,79,4,2103,14,79,3
,Unique,AS Monaco,170cm,170,170,"Aug 14, 2019",10,,W. Ben Yedder,France,Forward,Right,€67.5M,35,68kg,68,65,High/ Low,31,2024,2,84,84,4,2102,35.5,88,5
,Unique,Chelsea,170cm,170,170,"Jul 13, 2022",17,,R. Sterling,England,Forward,Right,€134.1M,70,69kg,69,65,High/ Medium,27,2027,4,86,86,4,2102,72.5,195,3
,Normal (170-185),RCD Espanyol de Barcelona,180cm,180,180,"Jan 9, 2020",11,,De Tomás,Spain,Forward,Right,€92.4M,35,79kg,79,75,High/ High,27,2026,1,83,84,4,2102,42.5,35,4
,Normal (170-185),FC Augsburg,182cm,182,180,"Jul 1, 2020",20,,D. Caligiuri,Italy,Midfielder,Right,€4.7M,0,80kg,80,80,Medium/ High,34,2023,2,75,75,3,2101,2.6,26,4
,Lean (170-185),Arsenal,178cm,178,175,"Sep 14, 2018",7,,B. Saka,England,Midfielder,Left,€127.1M,52,65kg,65,65,High/ Medium,20,2024,2,82,89,3,2101,60.5,76,3
,Normal (185+),Internacional,186cm,186,185,"Jun 20, 2022",4,,Gerson Armão,Brazil,Defender,Left,€28.5M,9,73kg,73,70,High/ High,22,2025,1,78,78,3,2101,15,24,5
,Unique,Juventus,180cm,180,180,"Aug 20, 2015",12,,Alex Sandro,Brazil,Defender,Left,€26.4M,9,80kg,80,80,High/ Medium,31,2023,3,80,80,3,2101,15.5,95,3
,Normal (170-185),Borussia Mönchengladbach,181cm,181,180,"Jul 1, 2015",13,,L. Stindl,Germany,Midfielder,Right,€18.7M,9,80kg,80,80,Medium/ Medium,33,2023,3,79,79,4,2100,11,34,4
,Normal (170-185),Brighton & Hove Albion,184cm,184,180,"Jul 6, 2021",8,,E. Mwepu,Zambia,Midfielder,Right,€25.2M,9,76kg,76,75,High/ High,24,2025,1,76,82,3,2099,12,49,3
,Normal (170-185),Palmeiras,177cm,177,175,"Jun 20, 2022",10,,Ronaldo Cabrais,Brazil,Midfielder,Right,€63M,35,75kg,75,75,Medium/ Low,30,2025,1,83,83,4,2098,35,59,4
,Normal (170-185),Fulham,177cm,177,175,"Jul 11, 2022",18,,Andreas Pereira,Brazil,Midfielder,Right,€19.8M,9,70kg,70,70,Medium/ Medium,26,2026,1,76,79,4,2097,10,51,4
,Normal (185+),Borussia Dortmund,191cm,191,190,"Jul 1, 2020",24,,T. Meunier,Belgium,Defender,Right,€20.4M,9,90kg,90,90,High/ Medium,30,2024,2,78,78,3,2096,12,41,4
,Normal (170-185),Torino F.C.,182cm,182,180,"Aug 19, 2020",13,,R. Rodríguez,Switzerland,Defender,Left,€6.3M,0,77kg,77,75,Medium/ Medium,29,2024,2,74,74,3,2096,3.5,33,3
,Lean (170-185),Real Betis Balompié,179cm,179,175,"Aug 21, 2019",15,,Álex Moreno,Spain,Defender,Left,€38.9M,17,68kg,68,65,High/ Medium,29,2025,1,80,80,3,2096,18.5,29,3
,Normal (170-),Santos Laguna,168cm,168,165,"Jul 1, 2019",11,,22 F. Gorriarán,Uruguay,Midfielder,Right,€22.2M,9,68kg,68,65,High/ High,26,2022,1,77,80,3,2095,12.5,22,4
,Lean (170-185),Olympique de Marseille,178cm,178,175,"Jul 20, 2022",7,,J. Clauss,France,Midfielder,Right,€35.2M,17,69kg,69,65,High/ High,29,2025,1,80,80,3,2095,18.5,45,3
,Normal (185+),Adana Demirspor,185cm,185,185,"Jul 26, 2022",44,,Y. Rakitskyi,Ukraine,Defender,Left,€23M,9,83kg,83,80,High/ Medium,32,2023,2,79,79,3,2094,11.5,25,3
,Normal (185+),Manchester United,193cm,193,190,"Jul 1, 2013",39,,S. McTominay,Scotland,Midfielder,Right,€49.4M,17,88kg,88,85,Medium/ High,25,2025,2,80,83,3,2093,25,100,3
,Normal (170-185),Borussia Mönchengladbach,176cm,176,175,"Jan 1, 2016",23,,J. Hofmann,Germany,Midfielder,Right,€43.4M,17,73kg,73,70,High/ High,29,2025,2,81,81,3,2093,25.5,40,4
,Lean (170-),Real Betis Balompié,169cm,169,165,"Jul 7, 2017",18,,A. Guardado,Mexico,Midfielder,Left,€6.3M,0,67kg,67,65,Medium/ Medium,35,2023,3,77,77,3,2093,3,16,2
,Normal (185+),Watford,186cm,186,185,,33,"<a href=""/team/50/parma/"">Parma</a>",22 J. Kucka,Slovakia,Midfielder,Right,,0,84kg,84,80,High/ Medium,34,,2,75,75,3,2092,2.6,5,4
,Unique,Roma,190cm,190,190,"Jul 1, 2018",22,,N. Zaniolo,Italy,Forward,Left,€100.7M,52,75kg,75,75,High/ Medium,22,2024,2,81,88,4,2092,53,71,3
,Normal (185+),Tottenham Hotspur,186cm,186,185,,21,"<a href=""/team/45/juventus/"">Juventus</a>",D. Kulusevski,Sweden,Forward,Left,,35,75kg,75,75,High/ Medium,22,,2,81,87,4,2091,41.5,105,3
,Lean (170-),U.S. Sassuolo Calcio,167cm,167,165,"Oct 5, 2020",27,,M. Lopez,France,Midfielder,Right,€33.7M,17,58kg,58,55,Medium/ Medium,24,2025,1,78,81,4,2091,19,30,3
,Normal (170-185),FC Barcelona,172cm,172,170,"Jan 1, 2022",8,,22 Dani Alves,Brazil,Defender,Right,€4.7M,0,70kg,70,70,High/ Medium,38,2022,4,77,77,4,2091,2.3,71,3
,Lean (185+),Villarreal CF,190cm,190,190,"Jan 4, 2021",6,,E. Capoue,France,Midfielder,Right,€27.3M,9,80kg,80,80,Medium/ Medium,33,2024,2,80,80,3,2090,13,39,3
,Lean (170-185),Valencia CF,172cm,172,170,"Sep 13, 2012",14,,Gayà,Spain,Defender,Left,€69.6M,26,66kg,66,65,High/ Medium,27,2023,3,82,83,4,2090,32,44,3
,Lean (170-185),Leicester City,175cm,175,175,"Jun 20, 2018",10,,J. Maddison,England,Midfielder,Right,€75.1M,35,73kg,73,70,High/ Medium,25,2024,1,82,84,4,2090,38,100,4
,Normal (170-185),Club Brugge KV,182cm,182,180,"Jul 18, 2022",27,,C. Nielsen,Denmark,Midfielder,Right,€10.5M,0,76kg,76,75,High/ High,28,2026,1,76,76,3,2090,7.5,26,3
,Lean (170-185),Feyenoord,179cm,179,175,"Aug 10, 2021",8,,F. Aursnes,Norway,Midfielder,Right,€23.6M,9,71kg,71,70,Medium/ High,26,2024,2,78,79,3,2090,15,12,3
,Lean (170-185),Villarreal CF,180cm,180,180,"Jul 1, 2022",20,,Morales,Spain,Forward,Right,€21M,9,70kg,70,70,High/ Medium,34,2024,2,80,80,4,2089,10,39,4
,Normal (170-185),Feyenoord,175cm,175,175,"Mar 20, 2017",10,,O. Kökçü,Turkey,Midfielder,Right,€60.4M,35,68kg,68,65,Medium/ Medium,21,2025,2,79,86,3,2089,35.5,11,5
,Unique,FC Barcelona,176cm,176,175,"Jul 1, 2021",6,,M. Depay,Netherlands,Forward,Right,€112.8M,52,78kg,78,75,High/ Low,28,2023,4,85,85,5,2089,55,230,3
,Normal (170-185),Sporting CP,173cm,173,170,"Aug 18, 2020",28,,Pedro Gonçalves,Portugal,Forward,Right,€80.9M,35,77kg,77,75,High/ Medium,24,2026,1,81,86,4,2089,39,19,4
,Normal (170-185),Hull City,179cm,179,175,"Jul 1, 2022",7,,O. Tufan,Turkey,Midfielder,Right,€9.5M,0,80kg,80,80,Medium/ Medium,27,2025,1,74,75,3,2088,4.8,17,3
,Normal (170-),Athletic Club de Bilbao,170cm,170,170,"Aug 1, 2009",10,,Muniain,Spain,Midfielder,Right,€87.2M,35,66kg,66,65,High/ Medium,29,2024,2,84,84,4,2088,41.5,49,3
,Normal (170-185),Hellas Verona,180cm,180,180,"Sep 4, 2020",61,,A. Tameze,France,Midfielder,Right,€17.9M,9,78kg,78,75,Medium/ High,28,2024,1,77,77,3,2087,10.5,29,3
,Normal (170-185),LOSC Lille,180cm,180,180,"Jul 17, 2019",21,,B. André,France,Midfielder,Right,€23.8M,9,74kg,74,70,High/ High,31,2023,2,79,79,3,2087,12.5,35,3
,Normal (170-185),Hertha BSC,184cm,184,180,"Jul 1, 2021",8,,S. Serdar,Germany,Midfielder,Right,€25.7M,9,75kg,75,75,High/ Medium,25,2026,2,77,81,4,2087,14.5,30,3
,Lean (170-185),Fluminense,175cm,175,175,"Jun 20, 2022",18,,Andeson Trigo,Brazil,Midfielder,Left,€7.4M,0,68kg,68,65,High/ Medium,34,2025,1,77,77,3,2087,3.9,23,3
,Normal (185+),PSV,191cm,191,190,"Sep 28, 2020",6,,I. Sangaré,Côte d'Ivoire,Midfielder,Right,€52.4M,35,77kg,77,75,Medium/ High,24,2027,2,81,86,3,2087,35.5,20,4
,Stocky (170-185),River Plate,178cm,178,175,"Jul 1, 2017",24,,E. Pérez,Argentina,Midfielder,Right,€3.9M,0,77kg,77,75,High/ Medium,36,2023,2,78,78,3,2086,2.8,13,4
,Stocky (170-185),Antalyaspor,173cm,173,170,"Jan 18, 2022",8,,Fernando,Brazil,Midfielder,Right,€24M,9,66kg,66,65,Medium/ Medium,30,2023,1,78,78,4,2086,12,27,3
,Lean (170-185),AS Monaco,180cm,180,180,"Jul 27, 2018",17,,A. Golovin,Russia,Midfielder,Right,€40.5M,17,69kg,69,65,High/ High,26,2024,3,79,80,4,2085,20.5,55,4
,Stocky (170-),Coventry City,169cm,169,165,"Jul 3, 2020",38,,G. Hamer,Netherlands,Midfielder,Right,€11.9M,0,61kg,61,60,Medium/ Medium,25,2024,1,74,79,3,2084,6,20,3
,Lean (170-185),Dinamo Zagreb,179cm,179,175,"Jul 1, 2018",99,,M. Oršić,Croatia,Forward,Right,€23.1M,9,69kg,69,65,High/ High,29,2026,2,77,77,3,2084,10.5,1,4
,Normal (170-),CF Monterrey,170cm,170,170,"Jun 14, 2016",21,,22 A. González,Mexico,Midfielder,Left,€8.2M,0,79kg,79,75,High/ Medium,26,2022,1,74,75,3,2083,4.9,39,2
,Lean (185+),1. FC Köln,185cm,185,185,"Jul 29, 2019",28,,E. Skhiri,Tunisia,Midfielder,Right,€33.8M,17,74kg,74,70,Medium/ High,27,2023,2,79,80,3,2083,18,31,3
,Normal (170-185),Royale Union Saint-Gilloise,176cm,176,175,"Jan 17, 2019",17,,T. Teuma,Malta,Midfielder,Left,€8.3M,0,73kg,73,70,High/ Medium,28,2024,1,75,75,3,2083,5.5,17,5
,Lean (170-185),Manchester City,171cm,171,170,"Jul 1, 2016",47,,P. Foden,England,Forward,Left,€224.5M,104,69kg,69,65,High/ High,22,2024,3,85,92,4,2083,109.5,180,3
,Normal (170-185),Paris Saint-Germain,183cm,183,180,"Jul 19, 2013",5,,Marquinhos,Brazil,Defender,Right,€177.1M,87,75kg,75,75,Medium/ High,28,2024,3,88,90,3,2082,92,170,3
,Stocky (170-185),Manchester United,181cm,181,180,"Jun 27, 2014",23,,L. Shaw,England,Defender,Left,€44.4M,17,75kg,75,75,Medium/ Medium,26,2023,2,80,81,3,2082,22.5,105,2
,Stocky (170-185),Spartak Moskva,177cm,177,175,"Jul 2, 2021",8,,22 V. Moses,Nigeria,Midfielder,Right,€21.6M,9,79kg,79,75,Medium/ Medium,30,2024,2,78,78,4,2082,13.5,56,4
,Lean (170-185),Borussia Dortmund,178cm,178,175,"Jul 1, 2017",8,,M. Dahoud,Germany,Midfielder,Right,€46.2M,17,68kg,68,65,High/ High,26,2023,2,80,82,4,2082,26,52,4
,Stocky (170-185),Villarreal CF,174cm,174,170,"Oct 4, 2021",25,,22 S. Aurier,Côte d'Ivoire,Defender,Right,€33.6M,9,74kg,74,70,High/ Medium,28,2022,2,79,79,3,2081,16,35,3
,Normal (170-185),Club Brugge KV,180cm,180,180,"Jul 1, 2018",77,,Clinton Mata,Angola,Defender,Right,€21.7M,9,73kg,73,70,High/ High,29,2024,1,79,79,3,2080,15.5,30,3
,Normal (170-185),Lazio,180cm,180,180,"Jul 1, 2011",32,,D. Cataldi,Italy,Midfielder,Right,€13.3M,0,70kg,70,70,Medium/ High,27,2024,2,76,77,3,2079,7.5,38,4
,Normal (170-185),Getafe CF,173cm,173,170,"Jul 8, 2015",22,,D. Suárez,Uruguay,Defender,Right,€8.2M,0,68kg,68,65,High/ Medium,34,2023,1,77,77,3,2078,3.9,26,3
,Unique,Arsenal,175cm,175,175,"Jul 4, 2022",9,,Gabriel Jesus,Brazil,Forward,Right,€95.8M,44,73kg,73,70,High/ High,25,2027,2,83,86,4,2078,48.5,115,3
,Normal (170-185),RB Bragantino,176cm,176,175,"Jun 20, 2022",2,,Hediselton,Brazil,Defender,Right,€28.5M,9,75kg,75,75,Medium/ Medium,22,2025,1,78,78,4,2078,15,16,3
,Stocky (170-185),Gallos Blancos de Querétaro,180cm,180,180,"Jan 1, 2021",14,,21 A. Valencia,Ecuador,Defender,Right,€8.3M,0,88kg,88,85,Medium/ Medium,34,2025,2,78,78,3,2077,5,13,2
,Lean (185+),West Ham United,192cm,192,190,"Jul 27, 2020",28,,T. Souček,Czech Republic,Midfielder,Right,€55.3M,26,86kg,86,85,High/ High,27,2024,1,81,83,3,2076,28,75,3
,Normal (170-185),Aston Villa,172cm,172,170,"Jul 1, 2022",23,,Coutinho,Brazil,Forward,Right,€56.1M,26,68kg,68,65,High/ Medium,30,2026,4,82,82,5,2076,29.5,100,4
,Normal (185+),West Ham United,185cm,185,185,"Jun 29, 2016",41,,D. Rice,England,Midfielder,Right,€102.7M,44,80kg,80,80,Medium/ High,23,2024,1,84,87,2,2075,52,83,3
,Lean (170-185),SC Braga,173cm,173,170,"Jul 19, 2017",21,,Ricardo Horta,Portugal,Midfielder,Right,€62.3M,26,63kg,63,60,High/ High,27,2026,1,81,82,3,2074,30,23,3
,Lean (170-185),Independiente del Valle,171cm,171,170,"Jan 14, 2020",8,,L. Faravelli,Argentina,Midfielder,Right,€12.1M,0,70kg,70,70,Medium/ Medium,29,2023,1,75,75,3,2074,5.5,1,3
,Lean (170-185),Fatih Karagümrük S.K.,181cm,181,180,"Sep 6, 2021",88,,C. Erkin,Turkey,Defender,Left,€2.4M,0,72kg,72,70,High/ Low,33,2023,2,72,72,3,2074,1.2,16,2
,Normal (185+),Wolverhampton Wanderers,188cm,188,185,"Jul 1, 2019",9,,R. Jiménez,Mexico,Forward,Right,€48.5M,17,81kg,81,80,Medium/ High,31,2024,3,82,82,3,2073,25.5,110,4
,Normal (170-185),AFC Richmond,178cm,178,175,"Aug 31, 2020",9,,J. Tartt,England,Forward,Right,€179.6M,78,84kg,84,80,High/ Low,24,2025,1,84,91,5,2073,85.5,78,4
,Normal (170-185),West Ham United,175cm,175,175,"Oct 2, 2020",5,,V. Coufal,Czech Republic,Defender,Right,€35.2M,17,76kg,76,75,High/ High,29,2023,1,80,80,3,2072,18.5,73,3
,Normal (170-185),Olympique Lyonnais,172cm,172,170,"Jul 23, 2022",3,,N. Tagliafico,Argentina,Defender,Left,€42.8M,17,65kg,65,65,Medium/ High,29,2025,3,81,81,3,2072,22.5,72,2
,Normal (170-185),PSV,177cm,177,175,"Sep 2, 2020",31,,P. Max,Germany,Defender,Left,€13.3M,9,77kg,77,75,High/ Medium,28,2024,2,77,77,3,2071,9.5,18,3
,Normal (170-),Club América,170cm,170,170,"Aug 26, 2019",20,,22 R. Sánchez,Paraguay,Midfielder,Right,€13.3M,0,70kg,70,70,Medium/ Medium,25,2024,1,75,78,3,2071,7.5,39,3
,Normal (170-185),Eintracht Frankfurt,176cm,176,175,"Jul 1, 2022",27,,M. Götze,Germany,Forward,Right,€42.5M,17,72kg,72,70,Medium/ Medium,30,2025,4,81,81,4,2071,25,38,4
,Lean (170-185),Trabzonspor,172cm,172,170,"Jan 12, 2022",7,,E. Višća,Bosnia and Herzegovina,Forward,Right,€39M,17,63kg,63,60,High/ Medium,32,2025,2,81,81,4,2070,20.5,48,4
,Normal (185+),Leeds United,187cm,187,185,"Jul 1, 2022",25,,R. Kristensen,Denmark,Defender,Right,€29.6M,9,70kg,70,70,High/ High,24,2027,1,77,82,3,2070,15,31,4
,Normal (185+),OGC Nice,192cm,192,190,"Jul 6, 2019",19,,K. Thuram,France,Midfielder,Right,€45.2M,17,81kg,81,80,High/ High,21,2025,1,77,84,3,2070,21.5,30,3
,Normal (170-185),Ajax,180cm,180,180,"Jul 17, 2018",17,,D. Blind,Netherlands,Defender,Left,€18.9M,9,72kg,72,70,Medium/ Medium,32,2023,3,80,80,3,2069,13.5,20,3
,Normal (170-185),FC Nantes,180cm,180,180,"Sep 2, 2019",10,,L. Blas,France,Midfielder,Left,€51.9M,17,70kg,70,70,High/ Medium,24,2024,2,79,83,4,2069,25,28,2
,Normal (185+),Lazio,185cm,185,185,"Jul 1, 2017",77,,A. Marušić,Montenegro,Defender,Right,€26.4M,9,85kg,85,85,Low/ High,29,2024,2,79,79,3,2069,15.5,51,4
,Lean (170-185),West Ham United,178cm,178,175,"Jul 1, 2019",8,,Pablo Fornals,Spain,Midfielder,Right,€42.5M,17,67kg,67,65,High/ High,26,2024,2,79,81,4,2069,21.5,72,3
,Lean (170-185),RC Celta de Vigo,176cm,176,175,"Jul 1, 2015",10,,Iago Aspas,Spain,Forward,Left,€54.6M,17,67kg,67,65,High/ High,34,2025,2,85,85,3,2069,26,50,4
,Stocky (170-),MKE Ankaragücü,170cm,170,170,"Jun 17, 2022",8,,Pedrinho,Portugal,Midfielder,Right,€10.7M,0,65kg,65,65,High/ High,29,2024,1,75,75,3,2068,5.5,16,3
,Normal (170-185),Fatih Karagümrük S.K.,184cm,184,180,"Jul 29, 2022",27,,M. Ozdoev,Russia,Midfielder,Right,€13M,0,78kg,78,75,Medium/ Medium,29,2024,1,76,76,3,2068,6.5,24,4
,Lean (170-185),Clube Atlético Mineiro,178cm,178,175,"Jun 20, 2022",21,,Welington Dano,Brazil,Defender,Left,€49.5M,26,69kg,69,65,Medium/ Medium,22,2025,1,81,81,4,2068,27.5,37,4
,Lean (170-185),RC Strasbourg Alsace,177cm,177,175,"Jul 1, 2018",10,,A. Thomasson,France,Midfielder,Right,€20M,9,72kg,72,70,High/ High,28,2024,2,77,77,3,2068,10.5,28,4
,Lean (170-185),Stade Rennais FC,179cm,179,175,"Aug 26, 2021",21,,L. Majer,Croatia,Midfielder,Left,€62.2M,26,75kg,75,75,High/ Medium,24,2026,1,80,85,4,2067,31.5,47,3
,Lean (170-185),FC Midtjylland,179cm,179,175,"Jan 15, 2019",10,,Evander,Brazil,Midfielder,Right,€15.8M,9,76kg,76,75,Medium/ Medium,24,2025,1,76,81,4,2067,11.5,24,4
,Normal (170-185),AJ Auxerre,175cm,175,175,"Jul 7, 2022",6,,Y. M'Changama,Comoros,Midfielder,Right,€5M,0,69kg,69,65,High/ High,31,2024,1,73,73,3,2065,2.5,16,4
,Lean (170-185),,178cm,178,175,,3,,21 M. Nérez,Uruguay,Defender,Left,,0,69kg,69,65,Medium/ Medium,32,,1,80,80,4,2065,0,0,4
,Lean (170-185),Club Olimpia,178cm,178,175,"Jan 7, 2019",3,,A. Silva,Uruguay,Midfielder,Right,€13.2M,0,68kg,68,65,High/ Medium,32,2023,1,76,76,4,2065,6,1,4
,Lean (170-185),Ajax,182cm,182,180,"Jul 19, 2021",23,,S. Berghuis,Netherlands,Midfielder,Left,€41.3M,26,75kg,75,75,High/ Medium,30,2025,3,82,82,4,2065,29.5,25,3
,Lean (170-185),Paris Saint-Germain,176cm,176,175,"Aug 31, 2021",25,,Nuno Mendes,Portugal,Defender,Left,€90.2M,44,70kg,70,70,High/ Medium,20,2026,1,80,88,3,2065,44,54,4
